,Event,Site,Date,Round,Time Control,Time,Color,Opening move,Opponent,Opponent location,Current Rank,Opponent Rank,Result,Reason,Hour,Previously played that day
1050,Live Chess,Chess.com,2018.12.24,-,300+5,21:32:03,Black,e3,maaaajid,Iran,832,832,Won,Resignation,21,7
1051,Live Chess,Chess.com,2018.12.24,-,300+5,22:03:14,White,d4,samjonnes,Canada,822,748,Lost,Checkmate,22,8
1052,Live Chess,Chess.com,2018.12.25,-,300+5,07:58:12,Black,e4,juan-misael,Mexico,831,850,Won,Time,7,0
1053,Live Chess,Chess.com,2018.12.25,-,300+5,08:12:56,Black,e4,Corario2018,Mexico,840,857,Won,Time,8,1
1054,Live Chess,Chess.com,2018.12.25,-,300+5,08:52:13,Black,d4,Maxpumpkinchess,Italy,850,927,Won,Resignation,8,2
1055,Live Chess,Chess.com,2018.12.25,-,300+5,11:14:10,White,d4,gilad-harris,Israel,856,766,Won,Resignation,11,3
1056,Live Chess,Chess.com,2018.12.25,-,300+5,12:19:00,White,d4,markkuylitapio,Finland,863,787,Won,Resignation,12,4
1057,Live Chess,Chess.com,2018.12.25,-,300+5,16:23:39,White,d4,ajayjhingon2,India,855,892,Lost,Checkmate,16,5
1058,Live Chess,Chess.com,2018.12.25,-,300+5,16:56:04,White,d4,Gjelsern,Norway,850,890,Lost,Checkmate,16,7
1059,Live Chess,Chess.com,2018.12.25,-,300+5,17:25:26,White,d4,Looping_shanks,India,857,817,Won,Resignation,17,8
1060,Live Chess,Chess.com,2018.12.25,-,300+5,17:33:06,Black,e3,Joahalv,Norway,851,933,Lost,Resignation,17,9
1061,Live Chess,Chess.com,2018.12.25,-,300+5,20:01:10,Black,e4,RobinNdaHood,Norway,840,810,Lost,Resignation,20,11
1062,Live Chess,Chess.com,2018.12.25,-,300+5,20:11:59,Black,e4,Kiarash1001,Norway,847,803,Won,Resignation,20,12
1063,Live Chess,Chess.com,2018.12.25,-,300+5,20:25:14,Black,e4,javiramald,Spain,854,794,Won,Resignation,20,13
1064,Live Chess,Chess.com,2018.12.25,-,300+5,20:31:50,White,d4,otamim,Egypt,859,709,Won,Resignation,20,14
1065,Live Chess,Chess.com,2018.12.25,-,300+5,20:40:20,Black,e4,MonoM82,Germany,852,923,Lost,Resignation,20,15
1066,Live Chess,Chess.com,2018.12.25,-,300+5,20:51:42,White,d4,Leviathan9999,United States,847,1008,Lost,Resignation,20,16
1067,Live Chess,Chess.com,2018.12.25,-,300+5,21:07:58,White,d4,wahid99,Morocco,839,874,Lost,Checkmate,21,17
1068,Live Chess,Chess.com,2018.12.26,-,300+5,11:05:12,White,d4,HVNSChess,Singapore,849,931,Won,Resignation,11,0
1069,Live Chess,Chess.com,2018.12.26,-,300+5,11:56:32,Black,e4,jrgnelnn,Norway,860,968,Won,Resignation,11,1
1070,Live Chess,Chess.com,2018.12.26,-,300+5,17:02:57,White,d4,FraVr89,Italy,852,876,Lost,Checkmate,17,2
1071,Live Chess,Chess.com,2018.12.26,-,300+5,17:46:31,White,d4,zeltron3030,Austria,842,777,Lost,Resignation,17,3
1072,Live Chess,Chess.com,2018.12.26,-,300+5,18:07:08,Black,d4,OssieKluivert,Netherlands,849,786,Won,Resignation,18,4
1073,Live Chess,Chess.com,2018.12.26,-,300+5,19:17:45,Black,d4,Rainforrest-allaince,Netherlands,855,753,Won,Checkmate,19,5
1074,Live Chess,Chess.com,2018.12.27,-,300+5,08:46:10,Black,e4,eduub,Spain,863,846,Won,Resignation,8,0
1075,Live Chess,Chess.com,2018.12.27,-,300+5,09:02:33,White,d4,ottoalexander,Singapore,871,860,Won,Time,9,1
1076,Live Chess,Chess.com,2018.12.27,-,300+5,09:08:19,Black,d4,Kieran_R,United States,881,949,Won,Resignation,9,2
1077,Live Chess,Chess.com,2018.12.27,-,300+5,09:27:07,Black,d4,Kumba28,United States,872,842,Lost,Resignation,9,3
1078,Live Chess,Chess.com,2018.12.27,-,300+5,14:59:43,White,d4,OssieKluivert,Netherlands,878,776,Won,Resignation,14,4
1079,Live Chess,Chess.com,2018.12.27,-,300+5,15:11:16,White,d4,a_plesz,Hungary,888,936,Won,Resignation,15,5
1080,Live Chess,Chess.com,2018.12.27,-,300+5,15:27:14,Black,e4,Omarlabuisam,Malaysia,895,831,Won,Time,15,6
1081,Live Chess,Chess.com,2018.12.27,-,300+5,15:36:44,White,d4,remisage,Norway,888,957,Lost,Resignation,15,7
1082,Live Chess,Chess.com,2018.12.27,-,300+5,15:46:52,Black,c4,KyodaiKokata,Japan,880,890,Lost,Resignation,15,8
1083,Live Chess,Chess.com,2018.12.27,-,300+5,15:50:39,White,d4,hermanml,Norway,886,765,Won,Resignation,15,9
1084,Live Chess,Chess.com,2018.12.27,-,300+5,15:57:01,White,d4,Petuh575757,Russia,878,908,Lost,Resignation,15,10
1085,Live Chess,Chess.com,2018.12.27,-,300+5,16:34:32,Black,e4,kimmern11,Norway,869,857,Lost,Resignation,16,11
1086,Live Chess,Chess.com,2018.12.27,-,300+5,16:51:18,Black,e4,AVGuy,United States,864,999,Lost,Resignation,16,12
1087,Live Chess,Chess.com,2018.12.27,-,300+5,17:07:00,White,d3,AJ-Winter,Australia,857,917,Lost,Checkmate,17,13
1088,Live Chess,Chess.com,2018.12.27,-,300+5,18:34:32,Black,e4,williamwang25,United States,849,862,Lost,Resignation,18,14
1089,Live Chess,Chess.com,2018.12.27,-,300+5,18:36:36,Black,e4,Iland09,Ukraine,839,772,Lost,Resignation,18,15
1090,Live Chess,Chess.com,2018.12.27,-,300+5,20:16:23,White,d4,timterhorst,Netherlands,832,891,Lost,Resignation,20,16
1091,Live Chess,Chess.com,2018.12.27,-,300+5,22:52:33,White,d4,rockystyle,Russia,837,680,Won,Resignation,22,17
1092,Live Chess,Chess.com,2018.12.27,-,300+5,23:12:29,Black,d4,MartinStr,Sweden,828,823,Lost,Resignation,23,18
1093,Live Chess,Chess.com,2018.12.28,-,300+5,08:48:11,Black,g3,bursan,Sweden,821,899,Lost,Resignation,8,0
1094,Live Chess,Chess.com,2018.12.28,-,300+5,11:09:23,White,d4,mynayirr,Turkey,815,899,Lost,Checkmate,11,1
1095,Live Chess,Chess.com,2018.12.28,-,300+5,14:38:58,White,d4,berry456,India,824,839,Won,Time,14,2
1096,Live Chess,Chess.com,2018.12.28,-,300+5,16:17:50,White,d4,Bitelchuus,Galicia,832,807,Won,Resignation,16,3
1097,Live Chess,Chess.com,2018.12.28,-,300+5,18:53:55,Black,e4,jimtron14,United States,838,738,Won,Resignation,18,4
1098,Live Chess,Chess.com,2018.12.28,-,300+5,21:40:51,White,d4,CelsoKonopinski,Brazil,845,785,Won,Resignation,21,5
1099,Live Chess,Chess.com,2018.12.28,-,300+5,22:07:09,White,d4,Omarlabuisam,Malaysia,838,876,Lost,Resignation,22,6
1100,Live Chess,Chess.com,2018.12.28,-,300+5,23:34:31,White,d4,Weedead,Switzerland,848,923,Won,Resignation,23,7
1101,Live Chess,Chess.com,2018.12.28,-,300+5,23:52:33,Black,e4,Miguelprro,Mexico,840,838,Lost,Resignation,23,8
1102,Live Chess,Chess.com,2018.12.29,-,300+5,10:34:13,Black,e4,DanielOrellanaG,Chile,832,846,Lost,Resignation,10,1
1103,Live Chess,Chess.com,2018.12.29,-,300+5,21:41:07,Black,d4,Bentein,Norway,822,767,Lost,Resignation,21,2
1104,Live Chess,Chess.com,2018.12.29,-,300+5,22:33:02,Black,e4,KubilayAstan,Turkey,829,780,Won,Resignation,22,3
1105,Live Chess,Chess.com,2018.12.29,-,300+5,23:11:11,White,d4,Pabloym96,Canary Islands,820,801,Lost,Checkmate,23,4
1106,Live Chess,Chess.com,2018.12.29,-,300+5,23:21:51,White,d4,MohamedZarie,Egypt,828,822,Won,Resignation,23,5
1107,Live Chess,Chess.com,2018.12.30,-,300+5,10:20:33,Black,d4,Alexyoo,Romania,821,879,Lost,Resignation,10,0
1108,Live Chess,Chess.com,2018.12.30,-,300+5,22:12:34,White,d4,COLIN_COLIN_COLIN,United States,828,783,Won,Resignation,22,1
1109,Live Chess,Chess.com,2018.12.30,-,300+5,23:06:31,White,d4,Sergius1998,Argentina,837,879,Won,Resignation,23,2
1110,Live Chess,Chess.com,2018.12.30,-,300+5,23:13:55,White,d4,mascwatson,United States,843,741,Won,Resignation,23,3
1111,Live Chess,Chess.com,2018.12.30,-,300+5,23:28:33,Black,e3,Kwanle,United States,849,760,Won,Checkmate,23,4
1112,Live Chess,Chess.com,2018.12.30,-,300+5,23:43:44,White,d4,David221b,Mexico,857,854,Won,Checkmate,23,5
1113,Live Chess,Chess.com,2018.12.30,-,300+5,23:52:03,Black,e4,KVKrishnaReddy,India,849,848,Lost,Resignation,23,6
1114,Live Chess,Chess.com,2018.12.31,-,300+5,00:05:30,Black,e3,pirategentleman,United States,859,920,Won,Resignation,0,7
1115,Live Chess,Chess.com,2018.12.31,-,300+5,00:13:12,Black,Nf3,Happyrock1010,United States,852,906,Lost,Resignation,0,8
1116,Live Chess,Chess.com,2018.12.31,-,300+5,12:11:43,White,d4,PerArne,Norway,861,884,Won,Checkmate,12,0
1117,Live Chess,Chess.com,2018.12.31,-,300+5,13:00:59,Black,a4,pisces8160,United States,868,807,Won,Resignation,13,1
1118,Live Chess,Chess.com,2018.12.31,-,300+5,16:39:27,Black,e4,ylmz65,Turkey,876,850,Won,Checkmate,16,2
1119,Live Chess,Chess.com,2018.12.31,-,300+5,16:57:13,White,d4,Splitta,United States,885,911,Won,Resignation,16,3
1120,Live Chess,Chess.com,2018.12.31,-,300+5,17:19:55,White,d4,The_Purple_Onion,United Kingdom,894,938,Won,Checkmate,17,4
1121,Live Chess,Chess.com,2018.12.31,-,300+5,17:58:05,White,d4,13Morten70,Norway,901,849,Won,Resignation,17,5
1122,Live Chess,Chess.com,2018.12.31,-,300+5,18:14:36,White,d4,Pingviinen,Sweden,910,922,Won,Resignation,18,6
1123,Live Chess,Chess.com,2018.12.31,-,300+5,18:55:33,White,d4,abhay_143,India,903,1006,Lost,Resignation,18,8
