,Event,Site,Date,Round,Time Control,Time,Color,Opening move,Opponent,Opponent location,Current Rank,Opponent Rank,Result,Reason,Hour,Previously played that day
420,Live Chess,Chess.com,2018.10.23,-,300+5,02:32:19,White,d4,nyashadawanyi,Zimbabwe,843,651,Won,Resignation,2,12
421,Live Chess,Chess.com,2018.10.23,-,300+5,02:52:17,Black,d4,Niallaght,Ireland,836,887,Lost,Resignation,2,13
422,Live Chess,Chess.com,2018.10.23,-,300+5,03:13:14,Black,e4,sweet_jane13,United States,844,825,Won,Resignation,3,14
423,Live Chess,Chess.com,2018.10.23,-,300+5,03:22:01,Black,e4,whitten01,United States,837,888,Lost,Resignation,3,15
424,Live Chess,Chess.com,2018.10.23,-,300+5,03:50:48,White,d4,keiv1234,Chile,831,923,Lost,Resignation,3,16
425,Live Chess,Chess.com,2018.10.23,-,300+5,05:16:01,White,d4,Iland09,Ukraine,822,802,Lost,Resignation,5,0
426,Live Chess,Chess.com,2018.10.23,-,300+5,05:39:50,Black,f4,jsalcedo4,United States,827,690,Won,Resignation,5,1
427,Live Chess,Chess.com,2018.10.24,-,300+5,17:58:38,White,d4,gonzaloenriquez,Argentina,837,895,Won,Time,17,0
428,Live Chess,Chess.com,2018.10.24,-,300+5,18:53:54,Black,e4,feeeliep,Netherlands,830,883,Lost,Resignation,18,1
429,Live Chess,Chess.com,2018.10.24,-,300+5,20:49:37,White,d4,sintaks2011,Russia,839,809,Won,Checkmate,20,2
430,Live Chess,Chess.com,2018.10.24,-,300+5,22:05:20,Black,d4,dima2134123,Russia,846,773,Won,Checkmate,22,3
431,Live Chess,Chess.com,2018.10.24,-,300+5,22:25:00,White,d4,TheMouseSlipped,Norway,839,915,Lost,Checkmate,22,4
432,Live Chess,Chess.com,2018.10.24,-,300+5,23:09:54,White,d4,MarioPttsln,Belgium,844,673,Won,Resignation,23,5
433,Live Chess,Chess.com,2018.10.24,-,300+5,23:21:31,Black,e4,MkoMkrtchyan,Armenia,835,826,Lost,Checkmate,23,6
434,Live Chess,Chess.com,2018.10.24,-,300+5,23:46:40,Black,e4,MagnusLeirvik,Norway,826,802,Lost,Resignation,23,7
435,Live Chess,Chess.com,2018.10.25,-,300+5,01:06:04,White,d4,gene1028,United States,817,799,Lost,Resignation,1,8
436,Live Chess,Chess.com,2018.10.25,-,300+5,01:31:04,Black,d4,x1t0k,International,811,890,Lost,Checkmate,1,9
437,Live Chess,Chess.com,2018.10.25,-,300+5,01:41:48,Black,e4,Peter34782,International,802,794,Lost,Resignation,1,10
438,Live Chess,Chess.com,2018.10.26,-,300+5,03:39:32,White,d4,pranavpunjabi,United States,795,840,Lost,Resignation,3,11
439,Live Chess,Chess.com,2018.10.26,-,300+5,05:38:26,Black,c4,MinaMahros,Egypt,801,691,Won,Game abandoned,5,0
440,Live Chess,Chess.com,2018.10.26,-,300+5,18:07:32,White,d4,PablexMorex,Argentina,811,858,Won,Resignation,18,1
441,Live Chess,Chess.com,2018.10.26,-,300+5,18:24:58,White,d4,ArroccoLatoRe,Italy,805,909,Lost,Checkmate,18,2
442,Live Chess,Chess.com,2018.10.26,-,300+5,18:48:56,Black,e4,Lemon745,Russia,813,802,Won,Resignation,18,3
443,Live Chess,Chess.com,2018.10.26,-,300+5,19:28:06,Black,e4,hbozbey07,Turkey,820,753,Won,Time,19,4
444,Live Chess,Chess.com,2018.10.26,-,300+5,19:44:45,White,d4,Vermeh,International,810,765,Lost,Checkmate,19,5
445,Live Chess,Chess.com,2018.10.26,-,300+5,20:03:49,Black,e4,DaRodfather,United States,804,921,Lost,Resignation,20,6
446,Live Chess,Chess.com,2018.10.26,-,300+5,21:21:28,White,d4,kaijoval,Philippines,813,855,Won,Resignation,21,7
447,Live Chess,Chess.com,2018.10.26,-,300+5,21:37:11,Black,d4,Kvenhuizen,United States,821,810,Won,Resignation,21,8
448,Live Chess,Chess.com,2018.10.26,-,300+5,22:07:36,White,d4,Ian_Smith22,United States,827,742,Won,Resignation,22,9
449,Live Chess,Chess.com,2018.10.26,-,300+5,22:26:42,Black,d4,RagnarGG,Norway,818,807,Lost,Resignation,22,10
450,Live Chess,Chess.com,2018.10.26,-,300+5,22:56:14,White,d4,danandan23,Canary Islands,810,833,Lost,Resignation,22,11
451,Live Chess,Chess.com,2018.10.26,-,300+5,23:21:24,Black,d4,rb33,United States,802,832,Lost,Resignation,23,12
452,Live Chess,Chess.com,2018.10.26,-,300+5,23:27:32,White,d4,benjee1,United States,808,704,Won,Resignation,23,13
453,Live Chess,Chess.com,2018.10.26,-,300+5,23:41:43,Black,d4,old-man-dylan,United States,815,773,Won,Game abandoned,23,14
454,Live Chess,Chess.com,2018.10.26,-,300+5,23:52:42,White,d4,bakerman911,Venezuela,819,614,Won,Resignation,23,15
455,Live Chess,Chess.com,2018.10.27,-,300+5,00:22:45,Black,e4,KingBaily,United Kingdom,813,893,Lost,Resignation,0,16
456,Live Chess,Chess.com,2018.10.27,-,300+5,00:54:33,Black,e4,jcronin0,United States,823,883,Won,Time,0,17
457,Live Chess,Chess.com,2018.10.27,-,300+5,01:04:11,Black,c4,Hungryeric,Norway,818,975,Lost,Resignation,1,18
458,Live Chess,Chess.com,2018.10.27,-,300+5,01:17:55,White,d4,MikeChessTime,United States,811,875,Lost,Resignation,1,19
459,Live Chess,Chess.com,2018.10.27,-,300+5,03:30:37,White,d4,sudeshkumarsukumaran,Malaysia,804,881,Lost,Resignation,3,20
460,Live Chess,Chess.com,2018.10.28,-,300+5,07:11:43,Black,e4,khoaluke,United States,794,711,Lost,Resignation,7,0
461,Live Chess,Chess.com,2018.10.28,-,300+5,07:30:16,Black,e4,amack10zie,United States,805,930,Won,Resignation,7,1
462,Live Chess,Chess.com,2018.10.28,-,300+5,07:54:52,Black,d4,lannister_1999,Canada,815,883,Won,Time,7,2
463,Live Chess,Chess.com,2018.10.28,-,300+5,23:36:42,White,d4,Shikomaro,Russia,804,804,Lost,Time,23,4
464,Live Chess,Chess.com,2018.10.29,-,300+5,05:45:12,White,d4,Markete89,Brazil,794,743,Lost,Resignation,5,0
465,Live Chess,Chess.com,2018.10.29,-,300+5,06:04:45,Black,c3,MrCheckNSnatch,United States,788,900,Lost,Resignation,6,1
466,Live Chess,Chess.com,2018.10.29,-,300+5,06:20:45,White,d4,Jaguar55,United States,795,751,Won,Resignation,6,2
467,Live Chess,Chess.com,2018.10.29,-,300+5,06:44:28,White,d4,jacobnbrand,United States,800,652,Won,Checkmate,6,3
468,Live Chess,Chess.com,2018.10.29,-,300+5,07:48:46,Black,e4,ctpalmer,United States,793,871,Lost,Resignation,7,4
469,Live Chess,Chess.com,2018.10.29,-,300+5,07:58:04,White,d4,joshpottsipp,United States,799,696,Won,Resignation,7,5
470,Live Chess,Chess.com,2018.10.29,-,300+5,08:21:20,Black,d4,injadii-abade,Saudi Arabia,789,731,Lost,Resignation,8,6
471,Live Chess,Chess.com,2018.10.29,-,300+5,09:55:43,Black,e4,WhatsUpClown,United States,780,763,Lost,Resignation,9,7
472,Live Chess,Chess.com,2018.10.29,-,300+5,10:10:43,Black,e3,VSra1,India,771,751,Lost,Time,10,8
473,Live Chess,Chess.com,2018.10.29,-,300+5,16:00:10,Black,d4,slownold,United Kingdom,765,859,Lost,Resignation,16,9
474,Live Chess,Chess.com,2018.10.29,-,300+5,18:11:27,White,d4,danya57,Russia,776,870,Won,Checkmate,18,10
475,Live Chess,Chess.com,2018.10.29,-,300+5,18:53:07,White,d4,Zeph007,India,768,801,Lost,Resignation,18,11
476,Live Chess,Chess.com,2018.10.29,-,300+5,19:22:05,White,d4,LuckyHomeless,Mexico,762,855,Lost,Time,19,12
477,Live Chess,Chess.com,2018.10.29,-,300+5,20:09:36,Black,e4,Ramiro77,Mexico,757,921,Lost,Checkmate,20,13
478,Live Chess,Chess.com,2018.10.29,-,300+5,21:03:51,White,d4,edra77,Peru,766,780,Won,Resignation,21,14
479,Live Chess,Chess.com,2018.10.29,-,300+5,21:11:30,Black,e4,Spurvelurv,Norway,771,629,Won,Checkmate,21,15
480,Live Chess,Chess.com,2018.10.29,-,300+5,21:22:33,White,d4,Esteban1237,Colombia,780,785,Won,Resignation,21,16
481,Live Chess,Chess.com,2018.10.29,-,300+5,21:35:24,White,d4,aliantoso,Italy,786,678,Won,Resignation,21,17
482,Live Chess,Chess.com,2018.10.29,-,300+5,23:34:45,Black,e4,hisokaozomaki,Morocco,778,777,Lost,Resignation,23,18
483,Live Chess,Chess.com,2018.10.30,-,300+5,05:18:11,Black,e4,Danielhar,Norway,773,914,Lost,Resignation,5,0
484,Live Chess,Chess.com,2018.10.30,-,300+5,05:23:25,Black,d4,rajachellappa,United States,765,781,Lost,Checkmate,5,1
485,Live Chess,Chess.com,2018.10.30,-,300+5,05:34:36,White,d4,FernandoFischer,Bolivia,773,750,Won,Checkmate,5,2
486,Live Chess,Chess.com,2018.10.30,-,300+5,05:39:51,Black,e4,ullasdg,India,768,923,Lost,Resignation,5,3
487,Live Chess,Chess.com,2018.10.30,-,300+5,06:15:03,White,d4,Franbondesio,Argentina,778,835,Won,Resignation,6,4
488,Live Chess,Chess.com,2018.10.30,-,300+5,06:36:54,White,d4,kennyikedo,United States,771,790,Lost,Resignation,6,6
489,Live Chess,Chess.com,2018.10.30,-,300+5,06:52:38,White,d4,irabhaj,United States,760,659,Lost,Checkmate,6,7
490,Live Chess,Chess.com,2018.10.30,-,300+5,07:36:25,White,d4,Moha_KH,Saudi Arabia,751,738,Lost,Resignation,7,8
491,Live Chess,Chess.com,2018.10.30,-,300+5,07:41:35,White,d4,dirtybirdyxoxo,United States,743,777,Lost,Checkmate,7,9
492,Live Chess,Chess.com,2018.10.30,-,300+5,07:55:37,Black,e4,ICEcampion,Russia,750,683,Won,Resignation,7,10
493,Live Chess,Chess.com,2018.10.30,-,300+5,08:11:55,Black,e4,8606827515,India,761,884,Won,Checkmate,8,11
494,Live Chess,Chess.com,2018.10.30,-,300+5,09:07:22,Black,e4,Xenon_He,China,757,880,Lost,Checkmate,9,14
495,Live Chess,Chess.com,2018.10.30,-,300+5,17:46:59,White,d4,Ironman718,United States,751,840,Lost,Resignation,17,15
496,Live Chess,Chess.com,2018.10.30,-,300+5,18:45:05,Black,e4,akaFranco,Mexico,741,665,Lost,Checkmate,18,16
497,Live Chess,Chess.com,2018.10.30,-,300+5,20:05:46,White,d4,AlanZyman,Mexico,750,761,Won,Resignation,20,17
498,Live Chess,Chess.com,2018.10.30,-,300+5,20:12:55,White,d4,Juanda66,Mexico,741,736,Lost,Checkmate,20,18
499,Live Chess,Chess.com,2018.10.30,-,300+5,20:46:28,Black,e4,gwpxt4,United States,734,796,Lost,Checkmate,20,19
500,Live Chess,Chess.com,2018.10.30,-,300+5,21:19:45,White,d4,hewbadewman,United States,737,542,Won,Game abandoned,21,21
501,Live Chess,Chess.com,2018.10.30,-,300+5,21:41:04,White,d4,Cybran_Warrior,Greece,731,811,Lost,Resignation,21,22
502,Live Chess,Chess.com,2018.10.31,-,300+5,01:16:23,White,d4,ArnakiGiaxni,Greece,722,718,Lost,Resignation,1,23
503,Live Chess,Chess.com,2018.11.01,-,300+5,10:06:45,Black,e4,Mahdi23w,Palestine,729,673,Won,Resignation,10,0
504,Live Chess,Chess.com,2018.11.01,-,300+5,10:15:33,Black,e4,aut1228,Germany,720,715,Lost,Resignation,10,1
505,Live Chess,Chess.com,2018.11.01,-,300+5,10:22:19,Black,e4,Muraligd,Singapore,715,887,Lost,Resignation,10,2
506,Live Chess,Chess.com,2018.11.01,-,300+5,10:48:53,White,d4,oudz,Jordan,724,685,Won,Resignation,10,3
507,Live Chess,Chess.com,2018.11.01,-,300+5,11:54:34,White,d4,lashasiradze,Georgia,718,826,Lost,Resignation,11,4
508,Live Chess,Chess.com,2018.11.01,-,300+5,12:56:34,Black,e4,InguarusSerdolic,Russia,708,616,Lost,Checkmate,12,5
509,Live Chess,Chess.com,2018.11.01,-,300+5,13:26:32,Black,e4,aliantoso,Italy,700,721,Lost,Resignation,13,6
510,Live Chess,Chess.com,2018.11.02,-,300+5,01:42:58,Black,e4,FrancoKael,United States,690,643,Lost,Resignation,1,7
511,Live Chess,Chess.com,2018.11.02,-,300+5,04:42:29,White,d4,paparizka,Indonesia,683,744,Lost,Checkmate,4,0
512,Live Chess,Chess.com,2018.11.02,-,300+5,12:33:40,Black,e3,161040106004,India,693,749,Won,Game abandoned,12,1
513,Live Chess,Chess.com,2018.11.02,-,300+5,12:38:29,White,d4,TexTokyo,Japan,702,713,Won,Resignation,12,2
514,Live Chess,Chess.com,2018.11.02,-,300+5,12:46:20,White,d4,L3onm1la,Australia,707,545,Won,Resignation,12,3
515,Live Chess,Chess.com,2018.11.02,-,300+5,12:52:34,Black,d4,Idraimovic,Italy,701,782,Lost,Resignation,12,4
516,Live Chess,Chess.com,2018.11.02,-,300+5,13:19:19,Black,e4,SPSahu,India,708,635,Won,Time,13,5
517,Live Chess,Chess.com,2018.11.02,-,300+5,13:34:28,White,d4,AgaAga30,Serbia,716,721,Won,Resignation,13,6
518,Live Chess,Chess.com,2018.11.02,-,300+5,14:02:01,White,d4,Dan_Dare,Australia,723,657,Won,Checkmate,14,7
519,Live Chess,Chess.com,2018.11.03,-,300+5,01:31:21,White,d4,tuhlomon,Russia,730,664,Won,Resignation,1,8
520,Live Chess,Chess.com,2018.11.03,-,300+5,01:49:44,Black,e4,kjethauk,Norway,721,688,Lost,Resignation,1,9
521,Live Chess,Chess.com,2018.11.04,-,300+5,02:33:30,Black,e4,val_ppp,France,713,737,Lost,Resignation,2,10
522,Live Chess,Chess.com,2018.11.04,-,300+5,08:53:33,White,d4,vijaybirsane,India,708,857,Lost,Resignation,8,0
523,Live Chess,Chess.com,2018.11.04,-,300+5,10:00:31,Black,d4,bhagwati1979,India,715,676,Won,Time,10,1
524,Live Chess,Chess.com,2018.11.04,-,300+5,10:18:07,White,d4,Neddermeyer,United States,721,617,Won,Time,10,2
525,Live Chess,Chess.com,2018.11.04,-,300+5,10:37:35,White,d4,bilishi,Singapore,728,685,Won,Resignation,10,3
526,Live Chess,Chess.com,2018.11.04,-,300+5,10:43:21,White,d4,manik70,India,736,702,Won,Checkmate,10,4
527,Live Chess,Chess.com,2018.11.04,-,300+5,10:47:14,Black,d4,ccyy3xxxx,Taiwan,730,846,Lost,Resignation,10,5
528,Live Chess,Chess.com,2018.11.05,-,300+5,11:35:49,White,d4,subashgowthaman,India,738,768,Won,Resignation,11,0
529,Live Chess,Chess.com,2018.11.05,-,300+5,12:19:43,Black,d4,EmirSaracoglu,Turkey,742,620,Won,Time,12,2
530,Live Chess,Chess.com,2018.11.05,-,300+5,12:38:35,White,d4,7amuda,Egypt,750,747,Won,Time,12,3
531,Live Chess,Chess.com,2018.11.05,-,300+5,13:21:30,Black,e4,DarkJovian,Brazil,741,711,Lost,Resignation,13,4
532,Live Chess,Chess.com,2018.11.05,-,300+5,16:29:25,Black,e4,MA-6512,Iran,734,801,Lost,Checkmate,16,5
533,Live Chess,Chess.com,2018.11.05,-,300+5,16:47:19,Black,e4,wullan,Indonesia,745,863,Won,Resignation,16,6
534,Live Chess,Chess.com,2018.11.05,-,300+5,17:03:22,White,d4,musthafatv2005,Qatar,752,712,Won,Resignation,17,7
535,Live Chess,Chess.com,2018.11.05,-,300+5,17:22:27,White,d4,Suoper,Italy,761,794,Won,Checkmate,17,8
536,Live Chess,Chess.com,2018.11.05,-,300+5,17:26:42,Black,d4,Ezenhollar,United States,769,759,Won,Game abandoned,17,9
537,Live Chess,Chess.com,2018.11.05,-,300+5,17:32:39,White,d4,roxi072098,United States,778,825,Won,Resignation,17,10
538,Live Chess,Chess.com,2018.11.05,-,300+5,17:51:35,White,d4,SrGrinch,Colombia,788,842,Won,Checkmate,17,11
539,Live Chess,Chess.com,2018.11.05,-,300+5,18:54:38,White,d4,FilipeDNogueira,Portugal,796,759,Won,Checkmate,18,12
540,Live Chess,Chess.com,2018.11.05,-,300+5,19:13:40,Black,e3,garbagexd,Norway,802,710,Won,Checkmate,19,13
541,Live Chess,Chess.com,2018.11.05,-,300+5,19:35:06,Black,d4,emmajaynejones,United Kingdom,806,598,Won,Checkmate,19,14
542,Live Chess,Chess.com,2018.11.06,-,300+5,05:56:23,Black,e4,NikRav,India,800,890,Lost,Resignation,5,0
543,Live Chess,Chess.com,2018.11.06,-,300+5,11:34:49,Black,e3,dalwindr,India,794,905,Lost,Resignation,11,1
544,Live Chess,Chess.com,2018.11.06,-,300+5,12:59:07,White,d4,Saketh15,India,804,882,Won,Resignation,12,2
545,Live Chess,Chess.com,2018.11.06,-,300+5,13:12:56,Black,d4,andriusnem,Lithuania,810,712,Won,Resignation,13,3
546,Live Chess,Chess.com,2018.11.06,-,300+5,13:30:02,White,d4,erturker,Turkey,817,762,Won,Resignation,13,4
547,Live Chess,Chess.com,2018.11.06,-,300+5,16:14:10,White,d4,lucemile,Belgium,825,810,Won,Resignation,16,6
548,Live Chess,Chess.com,2018.11.06,-,300+5,16:35:07,White,d4,sakex,Switzerland,834,877,Won,Resignation,16,7
549,Live Chess,Chess.com,2018.11.06,-,300+5,16:50:57,White,d4,jturbo03,United States,823,707,Lost,Checkmate,16,8
550,Live Chess,Chess.com,2018.11.06,-,300+5,16:58:40,Black,e4,kevsir,Canada,814,802,Lost,Resignation,16,9
551,Live Chess,Chess.com,2018.11.06,-,300+5,17:12:41,White,d4,ffiliciotto,United States,806,836,Lost,Resignation,17,10
552,Live Chess,Chess.com,2018.11.06,-,300+5,17:46:06,White,d4,nck_mrdc,Greece,799,875,Lost,Resignation,17,11
553,Live Chess,Chess.com,2018.11.06,-,300+5,18:33:46,Black,e4,loboflux,Spain,807,787,Won,Resignation,18,12
554,Live Chess,Chess.com,2018.11.06,-,300+5,18:42:17,Black,e4,DamirPupkin,Kazakhstan,800,851,Lost,Checkmate,18,13
555,Live Chess,Chess.com,2018.11.07,-,300+5,05:40:57,White,d4,Mak3i,United States,792,822,Lost,Resignation,5,0
556,Live Chess,Chess.com,2018.11.07,-,300+5,06:30:54,Black,e4,andresfcr14,Colombia,800,803,Won,Time,6,1
557,Live Chess,Chess.com,2018.11.07,-,300+5,06:42:49,Black,d4,gulptu,Australia,795,937,Lost,Checkmate,6,2
558,Live Chess,Chess.com,2018.11.07,-,300+5,09:15:48,Black,e4,LeoAbath,Italy,803,803,Won,Resignation,9,3
559,Live Chess,Chess.com,2018.11.07,-,300+5,12:27:57,White,d4,Aksekladden,Norway,795,802,Lost,Game abandoned,12,4
560,Live Chess,Chess.com,2018.11.07,-,300+5,12:37:20,Black,e4,prasadcherukuri,India,802,754,Won,Resignation,12,5
561,Live Chess,Chess.com,2018.11.07,-,300+5,14:27:25,White,d4,Vital07,Russia,813,907,Won,Checkmate,14,6
562,Live Chess,Chess.com,2018.11.07,-,300+5,14:43:48,Black,d4,drtosun,Turkey,806,867,Lost,Resignation,14,7
563,Live Chess,Chess.com,2018.11.07,-,300+5,16:59:35,White,d4,joesbagelshop,United States,813,747,Won,Time,16,8
564,Live Chess,Chess.com,2018.11.07,-,300+5,17:10:19,White,d4,luchovaglica,Argentina,801,631,Lost,Resignation,17,9
565,Live Chess,Chess.com,2018.11.07,-,300+5,17:30:33,White,d4,Shravan678,India,795,919,Lost,Resignation,17,10
566,Live Chess,Chess.com,2018.11.07,-,300+5,18:27:46,White,d4,pisces8160,United States,802,749,Won,Checkmate,18,11
567,Live Chess,Chess.com,2018.11.07,-,300+5,18:48:58,Black,e4,kenankusur,Bosnia &amp; Herzegovina,811,846,Won,Resignation,18,12
568,Live Chess,Chess.com,2018.11.07,-,300+5,19:01:31,White,d4,account_for_training,Japan,820,834,Won,Resignation,19,13
569,Live Chess,Chess.com,2018.11.07,-,300+5,19:17:31,Black,e4,zoyberg,Spain,829,840,Won,Resignation,19,14
570,Live Chess,Chess.com,2018.11.07,-,300+5,19:35:01,Black,d4,juergenschoener,Austria,834,693,Won,Resignation,19,15
571,Live Chess,Chess.com,2018.11.07,-,300+5,19:57:55,Black,e4,si_ali,Indonesia,843,849,Won,Resignation,19,16
572,Live Chess,Chess.com,2018.11.07,-,300+5,20:16:44,White,d4,KnightDelight,India,836,896,Lost,Resignation,20,17
573,Live Chess,Chess.com,2018.11.07,-,300+5,20:25:29,Black,e4,vollaha,Turkey,842,743,Won,Resignation,20,18
574,Live Chess,Chess.com,2018.11.07,-,300+5,20:41:32,White,d4,kasake77,Finland,853,948,Won,Time,20,19
575,Live Chess,Chess.com,2018.11.07,-,300+5,20:45:19,Black,e4,Crowboy,Germany,861,831,Won,Resignation,20,20
576,Live Chess,Chess.com,2018.11.07,-,300+5,20:54:05,Black,e4,Ironman718,United States,854,913,Lost,Checkmate,20,21
577,Live Chess,Chess.com,2018.11.07,-,300+5,21:29:45,White,d4,sirmcwill,Switzerland,861,817,Won,Resignation,21,22
578,Live Chess,Chess.com,2018.11.07,-,300+5,21:47:48,White,d4,luchoac,Argentina,867,781,Won,Resignation,21,23
579,Live Chess,Chess.com,2018.11.07,-,300+5,22:14:25,White,d4,Arjun-vast,India,860,919,Lost,Resignation,22,25
580,Live Chess,Chess.com,2018.11.07,-,300+5,22:20:10,White,d4,souvik_b22,India,866,771,Won,Checkmate,22,26
581,Live Chess,Chess.com,2018.11.07,-,300+5,22:25:38,Black,d4,souvik_b22,India,856,781,Lost,Checkmate,22,27
582,Live Chess,Chess.com,2018.11.07,-,300+5,22:32:12,Black,e4,jnx123,Sweden,850,940,Lost,Resignation,22,28
583,Live Chess,Chess.com,2018.11.07,-,300+5,23:02:13,Black,e4,laugia,Spain,843,913,Lost,Checkmate,23,29
584,Live Chess,Chess.com,2018.11.07,-,300+5,23:33:18,White,d4,burnedbyfire,United Kingdom,839,1041,Lost,Resignation,23,30
585,Live Chess,Chess.com,2018.11.08,-,300+5,10:19:49,Black,e4,vavilon41v,Russia,833,929,Lost,Resignation,10,0
586,Live Chess,Chess.com,2018.11.08,-,300+5,10:54:23,Black,Nf3,dnshtk,International,841,812,Won,Resignation,10,1
587,Live Chess,Chess.com,2018.11.08,-,300+5,11:07:49,White,d4,dnshtk,International,832,821,Lost,Resignation,11,2
588,Live Chess,Chess.com,2018.11.08,-,300+5,11:33:26,White,d4,Kodeboswachter,Netherlands,827,959,Lost,Resignation,11,3
589,Live Chess,Chess.com,2018.11.08,-,300+5,16:34:57,Black,e4,masterpiero13,Italy,821,919,Lost,Resignation,16,4
590,Live Chess,Chess.com,2018.11.08,-,300+5,16:47:20,Black,e4,Maheshshivarkar,India,827,716,Won,Game abandoned,16,5
591,Live Chess,Chess.com,2018.11.08,-,300+5,16:53:06,White,d4,Deepbhakat,India,834,787,Won,Resignation,16,6
592,Live Chess,Chess.com,2018.11.08,-,300+5,17:03:12,Black,e4,Deepbhakat,India,825,796,Lost,Resignation,17,7
593,Live Chess,Chess.com,2018.11.08,-,300+5,17:12:56,White,d4,Karnanise7ven,United States,820,951,Lost,Checkmate,17,8
594,Live Chess,Chess.com,2018.11.08,-,300+5,17:39:21,White,d4,Pishes,Philippines,828,832,Won,Checkmate,17,9
595,Live Chess,Chess.com,2018.11.08,-,300+5,18:32:50,Black,d4,Rrr1235,Andorra,819,788,Lost,Resignation,18,10
596,Live Chess,Chess.com,2018.11.08,-,300+5,18:47:58,Black,e4,irpak,Pakistan,810,780,Lost,Resignation,18,11
597,Live Chess,Chess.com,2018.11.09,-,300+5,17:46:47,Black,e4,jesusschoof,Peru,802,814,Lost,Resignation,17,0
598,Live Chess,Chess.com,2018.11.09,-,300+5,18:05:39,White,d4,sportstrop,France,796,875,Lost,Resignation,18,1
599,Live Chess,Chess.com,2018.11.09,-,300+5,20:46:12,White,d4,eskaiaa,Norway,801,631,Won,Time,20,2
600,Live Chess,Chess.com,2018.11.09,-,300+5,21:02:48,White,d4,Son0fABish,United States,809,786,Won,Resignation,21,3
601,Live Chess,Chess.com,2018.11.09,-,300+5,21:09:27,Black,d4,sibinskj95,India,801,835,Lost,Checkmate,21,4
602,Live Chess,Chess.com,2018.11.10,-,300+5,11:13:13,Black,e4,mikegibson2010,United Kingdom,792,771,Lost,Resignation,11,0
603,Live Chess,Chess.com,2018.11.10,-,300+5,11:50:46,Black,e4,pwni3d,South Africa,801,838,Won,Resignation,11,1
604,Live Chess,Chess.com,2018.11.10,-,300+5,11:57:27,Black,e4,neilgallian,United States,806,660,Won,Checkmate,11,2
605,Live Chess,Chess.com,2018.11.10,-,300+5,15:49:11,White,d4,unwatchable,England,816,865,Won,Time,15,3
606,Live Chess,Chess.com,2018.11.10,-,300+5,16:09:15,Black,e4,crypter777,Switzerland,821,663,Won,Checkmate,16,4
607,Live Chess,Chess.com,2018.11.10,-,300+5,17:03:15,Black,e4,1996tal,India,830,872,Won,Resignation,17,5
608,Live Chess,Chess.com,2018.11.10,-,300+5,17:20:41,White,d4,JesChess73,Netherlands,825,956,Lost,Resignation,17,6
609,Live Chess,Chess.com,2018.11.10,-,300+5,17:55:20,White,d4,SteveOrtiz000,Spain,833,815,Won,Resignation,17,7
610,Live Chess,Chess.com,2018.11.10,-,300+5,20:24:05,Black,d4,Amazingawesome7,United States,828,962,Lost,Resignation,20,8
611,Live Chess,Chess.com,2018.11.10,-,300+5,21:35:01,White,d4,3zeez997,Saudi Arabia,822,907,Lost,Checkmate,21,9
612,Live Chess,Chess.com,2018.11.11,-,300+5,11:25:42,White,d4,jdogfoshizzle,United States,830,817,Won,Checkmate,11,0
613,Live Chess,Chess.com,2018.11.11,-,300+5,11:36:18,White,d4,jrogde,Norway,825,980,Lost,Resignation,11,1
614,Live Chess,Chess.com,2018.11.11,-,300+5,13:23:59,Black,e4,Adherbal01,Brazil,829,648,Won,Resignation,13,2
615,Live Chess,Chess.com,2018.11.11,-,300+5,20:03:56,Black,e3,inayathusain,India,821,830,Lost,Resignation,20,3
616,Live Chess,Chess.com,2018.11.11,-,300+5,20:19:48,White,d4,sirmcunicorn,Canada,809,636,Lost,Resignation,20,4
617,Live Chess,Chess.com,2018.11.11,-,300+5,21:04:11,Black,e3,J-Eduars29,Mexico,813,605,Won,Checkmate,21,5
618,Live Chess,Chess.com,2018.11.11,-,300+5,21:14:20,White,d4,argenthomme,United States,803,746,Lost,Resignation,21,6
619,Live Chess,Chess.com,2018.11.11,-,300+5,21:24:47,Black,c4,argenthomme,United States,810,739,Won,Resignation,21,7
620,Live Chess,Chess.com,2018.11.11,-,300+5,21:41:20,White,d4,argenthomme,United States,816,733,Won,Resignation,21,8
621,Live Chess,Chess.com,2018.11.11,-,300+5,21:57:46,Black,d4,argenthomme,United States,806,743,Lost,Resignation,21,9
622,Live Chess,Chess.com,2018.11.11,-,300+5,22:13:25,White,d4,argenthomme,United States,813,736,Won,Checkmate,22,10
623,Live Chess,Chess.com,2018.11.11,-,300+5,22:24:08,White,d4,erasidum,Norway,821,790,Won,Checkmate,22,11
624,Live Chess,Chess.com,2018.11.11,-,300+5,22:37:03,Black,e4,Shravan678,India,814,855,Lost,Checkmate,22,12
625,Live Chess,Chess.com,2018.11.12,-,300+5,10:48:02,Black,d4,NawafEal,Saudi Arabia,818,608,Won,Game abandoned,10,0
626,Live Chess,Chess.com,2018.11.12,-,300+5,10:52:31,Black,a4,mathcav,United Kingdom,822,635,Won,Resignation,10,1
627,Live Chess,Chess.com,2018.11.12,-,300+5,11:02:00,White,d4,ilkinnezerov,Azerbaijan,833,955,Won,Resignation,11,2
628,Live Chess,Chess.com,2018.11.12,-,300+5,12:05:36,White,d4,ChrisMoctezuma,Mexico,842,863,Won,Resignation,12,4
629,Live Chess,Chess.com,2018.11.12,-,300+5,12:17:47,Black,e4,ChrisMoctezuma,Mexico,835,876,Lost,Resignation,12,6
